Date,Open,High,Low,Close,Volume
2005-01-03,283.7784301823146,293.64155474980544,283.7784301823146,288.2821350097656,14287
2005-01-04,288.37216798961845,290.71409961901423,288.32714194399534,289.6782531738281,5431
2005-01-05,288.23722527154547,290.9394492584662,288.23722527154547,288.552490234375,9315
2005-01-06,270.2223297047195,289.99360782348964,270.2223297047195,288.5974426269531,9220
2005-01-07,297.2445819063715,297.2445819063715,286.61584724570093,292.0202941894531,7786
2005-01-10,289.2280265168946,292.7409119627593,289.2280265168946,292.1103820800781,3068
2005-01-11,292.74092073793764,292.74092073793764,291.16462347242566,291.8401794433594,6800
2005-01-12,286.52574186329826,292.0202679263116,286.52574186329826,290.308837890625,7053
2005-01-13,270.22233909401217,290.9393850912198,270.22233909401217,289.7684326171875,12171
2005-01-14,292.74080771537655,292.74080771537655,286.43562108766076,288.91265869140625,7693
2005-01-17,287.3364072308166,291.34471607000665,287.3364072308166,290.5340270996094,15077
2005-01-18,292.7408995354267,292.7408995354267,287.3814782254787,289.6333312988281,12482
2005-01-19,297.24461629056555,301.74832259799837,289.1379449371865,290.44403076171875,52942
2005-01-20,290.9394065144997,291.795121646683,288.9127388220612,290.3989562988281,8648
2005-01-24,290.9393933696003,292.74087568148633,290.03865221365726,292.3805847167969,24221
2005-01-25,291.8400834449687,297.6948999338338,291.8400834449687,296.7941589355469,28327
2005-01-27,252.20752138783268,297.28960484053243,252.20752138783268,296.11865234375,24161
2005-01-28,295.4880490435095,296.61397519820724,295.4430229926942,296.1636047363281,21951
2005-01-31,300.6673661278755,300.6673661278755,295.4881048383048,298.5956726074219,4455
2005-02-01,298.1452960030426,299.94677815411836,297.2445549275047,299.2261962890625,4477
2005-02-02,297.33464705976627,303.36959602706725,296.0736149985719,297.6048583984375,6194
2005-02-03,299.9468171517382,299.9468171517382,296.7041433605179,297.739990234375,3795
2005-02-04,280.1754564337309,299.76657174182606,280.1754564337309,299.0459899902344,3554
2005-02-07,300.8474807233058,301.7482216835552,293.68657909394983,301.65814208984375,23151
2005-02-08,297.2445168823081,301.7482216835552,297.2445168823081,301.65814208984375,11961
2005-02-09,300.3971102431811,302.6489626438046,300.3971102431811,301.65814208984375,11050
2005-02-10,301.74832089169246,302.4238768339873,299.1812028132838,299.94683837890625,26087
2005-02-11,299.9467594540328,302.1986120024865,299.04601843465133,299.9017333984375,33096
2005-02-14,299.9017290724703,304.4054341044135,297.830008264716,302.919189453125,10212
2005-02-15,300.0369106333453,304.4505371835848,300.0369106333453,303.82000732421875,7721
2005-02-16,303.0543373385602,308.3236504915409,299.0460286697511,306.4771423339844,9066
2005-02-17,305.3512738659238,306.38712077220566,302.64905020339353,305.53143310546875,6090
2005-02-18,299.27130530283443,314.0885110980061,299.22627923195114,309.359619140625,5373
2005-02-21,288.23714957459134,308.0534536078445,288.23714957459134,305.93670654296875,2361
2005-02-22,297.2445791528859,310.755696387108,290.0386499613008,302.3788146972656,1418
2005-02-23,297.33463650278304,306.2519677120041,297.33463650278304,302.82916259765625,1455
2005-02-24,307.1527503717778,319.7181011550902,299.94682074428744,315.5296325683594,10225
2005-02-25,324.26679203874255,331.20250941939025,306.2519702588124,308.5939025878906,4761
2005-02-28,306.25200482805053,322.4653462601238,306.25200482805053,317.2410583496094,2962
2005-03-01,300.3971782156337,314.71895722657734,300.3971782156337,309.0893249511719,2730
2005-03-02,308.05343243080995,313.4578786138066,306.2519503698111,312.28692626953125,497
2005-03-03,315.16932280064583,323.3660727610795,314.3586612635564,320.3035583496094,5281
2005-03-04,311.65643313731323,322.4653267721333,311.65643313731323,318.2768859863281,3155
2005-03-07,301.7483061241869,323.366095219651,301.7483061241869,320.2135009765625,3710
2005-03-08,321.56458347523164,323.3660657355971,315.2593955639526,321.6546630859375,78446
2005-03-09,350.3882594058802,351.28900043263053,320.8439647238431,322.64544677734375,5141
2005-03-10,334.26508271253743,342.23664825698245,317.0609193738262,337.5978088378906,4087
2005-03-11,351.2890928569502,353.0455493166117,333.4994528981688,336.3818359375,4617
2005-03-14,338.67863810667393,344.08308445944,328.8155125175016,333.5444030761719,1903
2005-03-15,318.86228544488176,338.6785856702699,318.86228544488176,322.1950378417969,4495
2005-03-16,338.6786598410265,338.6786598410265,313.45790857626923,319.62799072265625,2904
2005-03-17,329.6712728477853,348.586837683314,316.6105256994441,341.0656433105469,15310
2005-03-18,350.11814112800414,353.0905763107536,320.75397035549287,323.86151123046875,2928
2005-03-21,332.37346075369067,332.82383129671734,324.2667909792104,327.7346496582031,7117
2005-03-22,325.16749115732495,332.3734189392047,320.6637862936501,324.04156494140625,8059
2005-03-23,321.5645058584944,324.26672859680104,319.7630240329566,321.47442626953125,752
2005-03-24,315.2594061707219,318.86237081267296,304.49553830751745,305.1260681152344,718
2005-03-28,313.00754699814746,313.4579175693678,301.7482827176386,305.756591796875,953
2005-03-29,305.80157755323023,312.55713523113667,301.7482429464864,304.22528076171875,15662
2005-03-30,306.2520678675192,315.2594816283286,299.49650754691214,307.6031799316406,779
2005-03-31,302.6489949037744,319.7630749727378,302.6489949037744,314.5387878417969,446
2005-04-01,312.6472001181401,312.73727971396005,308.1885212651718,309.5846862792969,570
2005-04-04,315.25941223002127,315.25941223002127,310.7557063410209,311.1159973144531,1903
2005-04-05,310.8007328506883,310.8007328506883,310.7557067871094,310.7557067871094,200
2005-04-06,311.11600995206203,315.2143989705934,311.07098388671875,311.07098388671875,618
2005-04-07,308.0534707256772,313.4579175805136,308.0534707256772,310.80072021484375,944
2005-04-08,314.3586120605469,314.3586120605469,314.3586120605469,314.3586120605469,9
2005-04-11,315.2594055792298,315.2594055792298,307.1527351500496,312.1068115234375,284
2005-04-12,310.7557679745568,316.970877836359,306.4322204589844,306.4322204589844,1128
2005-04-13,306.7023980684368,310.665654102323,305.35128618267277,308.00848388671875,1010
2005-04-15,306.25192245242965,306.25192245242965,286.4356215878607,301.4329528808594,686
2005-04-18,308.86410587673015,308.86410587673015,299.1811394221516,301.16278076171875,200
2005-04-19,304.99102099307044,342.28170669889255,304.9009413620398,314.6289367675781,360
2005-04-20,319.7631055637166,324.17673166395065,307.33288879351636,317.4211730957031,1450
2005-04-21,315.2593688964844,315.3043949538097,306.7023288835798,315.2593688964844,20870
2005-04-22,373.2670685363837,373.2670685363837,301.9734231899666,314.3586120605469,447
2005-04-25,323.99659635818165,324.22178164130844,312.55717297996625,316.835693359375,637
2005-04-26,317.96165073684784,317.96165073684784,299.54148178801967,308.0534973144531,5838
2005-04-27,306.25203110122516,314.35870251272814,305.35128983328036,312.9175109863281,2821
2005-04-28,301.20785923705023,312.87246906111926,301.20785923705023,309.85498046875,615
2005-04-29,304.45048372638763,305.3512248025012,299.8116726820899,301.7482604980469,610
2005-05-02,296.3438161362671,312.5571556209261,296.3438161362671,300.8925476074219,429
2005-05-03,305.3512160212218,315.25936757353276,301.74825182038137,306.4771423339844,1615
